BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,SEGMENT
4683.65,0.63,3157.93,5625.97,2514.8,7094.98,0.39,0.9,0.79,0.42,23,11,9733.29,7042.71,2011.86,0.1,9,Cash Advance User
687.6,0.73,1846.95,4625.85,2558.23,4467.82,0.84,0.31,0.87,0.39,23,57,3264.31,1143.04,2368.13,0.9,6,Cash Advance User
1705.33,0.68,9315.39,958.45,3038.39,4980.83,0.84,0.88,0.46,0.9,13,23,3989.08,7338.42,2467.5,0.56,12,High Spender
567.37,0.47,6694.81,7968.93,5871.16,4452.48,0.77,0.06,0.13,0.31,16,2,7581.77,4328.6,2530.42,0.49,9,Cash Advance User
4623.47,0.39,9120.3,1749.34,165.77,7084.55,0.04,0.68,0.91,0.06,4,85,15066.4,10683.3,507.75,0.62,8,High Spender
4386.7,0.38,9723.29,1145.62,4087.66,507.36,0.15,0.53,0.98,0.35,8,1,7362.93,3839.17,2640.61,0.99,9,High Spender
1289.71,0.64,4970.98,6230.71,1868.3,538.79,0.31,0.28,0.06,0.04,28,87,6313.7,14162.63,1935.04,0.19,11,One-off Purchaser
3299.92,0.49,2343.19,3986.44,9671.19,5613.92,0.85,0.77,0.08,0.83,20,7,16084.04,11136.3,4498.39,0.21,8,Cash Advance User
4086.11,0.85,1937.29,598.08,5827.29,6143.71,0.87,0.21,0.57,0.59,26,0,17574.42,1794.22,62.65,0.71,12,Installment User
2776.0,0.87,2229.19,3555.68,8680.95,3468.72,0.04,0.42,0.53,0.47,20,45,14760.05,2098.22,2582.08,0.83,10,Moderate User
2648.25,0.17,7085.93,7717.8,1956.9,2818.44,0.32,0.71,0.59,0.36,5,3,9509.55,5389.56,4872.55,0.94,11,One-off Purchaser
1209.26,0.14,404.46,6152.49,8100.16,2223.56,0.85,0.34,0.32,0.42,23,71,5035.75,409.23,76.22,0.8,6,Moderate User
465.51,0.63,513.61,3627.86,4147.82,1875.16,0.25,0.86,0.05,0.79,22,88,19902.17,734.7,3454.46,0.52,6,Moderate User
4486.08,0.3,6081.43,1918.05,1776.95,7295.67,0.98,0.87,0.58,0.18,28,31,7423.77,10780.71,149.45,0.71,12,Cash Advance User
4502.09,0.02,6420.57,6317.96,7612.45,2361.12,0.49,0.2,0.15,0.07,13,15,9220.81,4909.5,4312.43,0.53,12,Moderate User
3165.51,0.89,6652.63,8875.55,7620.11,5184.63,0.94,0.44,0.34,0.56,6,30,10920.51,3054.23,982.13,0.66,7,Cash Advance User
1695.15,0.23,3718.81,6462.73,9958.88,6296.76,0.43,0.43,0.58,0.86,22,4,11727.22,5522.3,4125.83,0.08,12,Cash Advance User
1746.05,0.93,8059.45,8129.04,7809.37,175.73,0.32,0.41,0.21,0.56,16,42,1386.2,14739.88,4583.19,0.65,8,High Spender
3629.78,0.72,5336.25,5215.28,1452.67,270.99,0.36,0.5,0.54,0.8,1,12,18047.73,13536.44,680.71,0.32,9,One-off Purchaser
4485.55,0.76,1054.66,7179.71,3225.45,2665.1,0.88,0.07,0.71,0.89,4,7,17726.51,3819.44,491.44,0.54,12,Moderate User
4435.43,0.2,7970.99,8962.27,4517.27,5568.13,0.33,0.87,0.07,0.08,4,10,3369.29,1146.33,4183.06,0.13,8,Cash Advance User
3899.38,0.23,9530.68,7731.79,1266.53,2086.39,0.67,0.29,0.62,0.59,9,66,17131.6,4923.07,875.59,0.55,9,High Spender
3210.16,0.52,600.36,9098.54,7880.39,11.87,0.47,0.0,0.51,0.83,12,32,3981.3,133.99,266.7,0.67,11,Low Usage
420.7,0.17,3913.51,4311.4,5266.99,2305.18,0.94,0.69,0.1,0.64,19,3,5613.32,3326.22,1103.96,0.2,10,Moderate User
808.14,0.31,4875.16,9042.2,9444.5,721.05,0.16,0.65,0.71,0.59,7,21,10863.63,9367.55,1026.52,0.1,7,Moderate User
4492.77,0.32,1464.71,6215.67,5893.08,1755.31,0.43,0.98,0.31,0.79,7,57,19559.21,1346.47,3373.12,0.38,12,Moderate User
3032.15,0.16,8677.09,8700.49,5228.99,2665.52,0.12,0.72,0.18,0.71,27,59,10148.72,2581.07,2359.99,0.45,11,High Spender
45.99,0.21,2841.5,393.77,714.25,1024.46,0.58,0.33,0.28,0.5,23,97,8316.42,6471.87,3828.22,0.64,9,Moderate User
507.36,0.79,7830.09,6578.52,1493.46,5650.92,0.4,0.95,0.55,0.04,24,98,10851.17,10725.77,1179.3,0.18,11,One-off Purchaser
3317.51,0.17,6709.94,8479.75,8495.26,2047.36,0.06,0.37,0.58,0.61,13,80,5426.5,7911.15,2454.34,0.47,7,Moderate User
25.31,0.03,5980.46,1742.02,9906.76,5288.76,0.85,0.82,0.17,0.21,26,95,18705.65,10997.88,527.54,0.92,6,Installment User
804.04,0.63,1921.43,6617.87,4151.79,4792.26,0.38,0.34,0.94,0.25,6,25,18769.22,1388.06,2360.64,0.42,9,Cash Advance User
2743.67,0.98,2207.04,8249.55,8100.86,7184.36,0.49,0.05,0.33,0.68,27,14,13847.18,2419.72,2497.01,0.17,8,Cash Advance User
3459.48,0.33,473.48,2879.49,6275.86,703.47,0.41,0.73,0.27,0.45,11,31,3940.01,13356.99,4557.52,0.84,7,Low Usage
3259.81,0.12,2407.12,4052.46,9590.59,1716.86,0.49,0.35,0.19,0.72,15,52,10226.49,14395.13,4743.56,0.42,12,Moderate User
1121.35,0.57,3454.44,5695.18,2381.37,6921.43,0.02,0.34,0.12,0.39,6,60,8259.77,12310.06,4376.49,0.63,12,Cash Advance User
3560.9,0.91,8331.45,5191.68,5448.36,6577.05,0.82,0.72,0.98,0.87,12,3,19921.13,10802.28,4612.18,0.88,9,High Spender
1186.25,0.78,3663.93,391.89,4087.96,1536.84,0.33,0.32,0.67,0.43,12,93,1990.02,774.65,232.74,0.62,10,Moderate User
1627.0,0.62,7546.22,986.72,5417.16,861.89,0.72,0.12,0.79,0.49,7,82,5907.41,14978.79,4133.98,0.84,9,Installment User
3732.46,0.32,4394.42,1004.67,2688.58,6849.93,0.06,0.4,0.4,0.13,3,16,10342.36,3162.43,332.95,0.65,9,Cash Advance User
3248.16,0.54,7848.68,2622.68,4977.46,1425.1,0.52,0.82,0.41,0.5,27,80,16676.76,6174.95,2859.24,0.81,6,Moderate User
4246.12,0.09,9762.72,2458.64,6248.04,6968.88,0.91,0.13,0.99,0.24,13,11,14852.05,9430.1,426.32,0.46,7,High Spender
3288.06,0.68,2398.42,7422.22,812.16,7688.92,0.4,0.55,0.2,0.76,28,78,19167.18,8138.09,3954.86,0.98,10,One-off Purchaser
2841.54,0.73,8623.42,5727.44,7429.87,1766.45,0.2,0.13,0.33,0.71,15,92,5000.91,14863.39,11.37,0.54,8,High Spender
468.37,0.97,6218.24,7639.76,7065.23,6723.1,0.1,0.05,0.2,0.02,15,10,2956.53,8891.75,1919.36,0.68,12,Cash Advance User
1838.58,0.26,8172.94,698.96,8804.58,3390.65,0.86,0.38,0.28,0.49,7,90,12209.08,3326.63,2647.6,0.19,10,High Spender
1326.01,0.02,6515.86,4852.14,4258.57,6310.23,0.24,0.66,0.66,0.05,1,13,9219.03,8452.15,1354.56,0.41,7,Cash Advance User
1219.95,0.55,4239.5,3237.76,616.69,3259.16,0.98,0.27,0.31,0.57,19,14,7304.21,4880.29,2526.19,0.47,7,Moderate User
4865.05,0.71,2280.75,8499.39,4614.61,563.16,0.25,0.45,0.88,0.9,26,12,15731.13,9982.48,4380.96,0.83,11,Moderate User
1965.49,0.79,700.35,7077.89,1376.09,5701.56,0.48,0.49,0.05,0.87,25,33,11428.2,589.62,3050.08,0.77,12,One-off Purchaser
4460.23,0.19,5355.18,8692.58,6474.47,1205.51,0.46,0.84,0.35,0.24,10,4,7111.3,4146.24,2765.38,0.54,8,Moderate User
3155.69,0.26,9903.26,464.27,471.32,7416.2,0.06,0.82,0.86,0.14,10,69,11218.08,8225.16,4904.62,0.81,12,High Spender
3974.06,0.51,7380.42,7208.23,3739.96,3341.97,0.53,0.0,0.62,0.79,0,46,18718.98,11651.88,1950.0,0.81,11,Moderate User
2513.19,0.33,3273.46,5400.08,828.43,656.0,0.67,0.41,0.77,0.55,20,92,5976.96,12501.58,4409.77,0.66,8,One-off Purchaser
2884.52,0.86,8272.05,8250.0,33.66,1827.84,0.74,0.66,0.32,0.42,10,42,9587.67,13716.77,3233.76,0.94,11,High Spender
2462.59,0.47,7689.84,5071.61,9605.57,6900.14,0.52,0.85,0.37,0.81,22,96,6467.95,5674.28,3875.89,0.86,8,Cash Advance User
976.21,0.8,2816.36,5402.09,9961.27,2568.68,0.81,0.05,0.89,0.25,27,23,11934.17,8809.39,1560.11,0.22,11,Moderate User
3612.26,0.58,143.07,517.67,5555.03,6850.62,0.75,0.63,0.75,0.22,3,43,18136.91,8788.22,3053.23,0.35,12,Installment User
1403.86,0.77,1181.63,6685.23,2389.56,1378.29,0.19,0.84,0.38,0.61,1,48,13398.32,13491.46,4242.41,0.13,11,Moderate User
121.58,0.33,8773.06,2731.4,9110.99,3745.74,0.4,0.26,0.22,0.27,19,92,4694.02,12693.29,3128.13,0.42,12,High Spender
3227.36,0.83,8365.63,196.94,9230.37,7026.08,0.14,0.21,0.11,0.43,27,32,3454.2,6367.83,3379.89,0.34,7,High Spender
885.55,0.27,2952.09,664.37,8545.09,387.24,0.13,0.47,0.86,0.45,21,1,1667.04,8925.24,2555.27,0.78,8,Installment User
4702.29,0.55,2851.95,9572.86,5443.7,2434.22,0.71,0.96,0.7,0.21,8,33,16972.46,13735.66,635.35,0.8,7,Moderate User
4769.64,0.21,7928.65,3460.77,747.02,7278.81,0.53,0.69,0.61,0.06,10,93,9960.21,14997.37,3747.0,0.46,8,Cash Advance User
4574.32,0.48,9377.37,8680.76,884.39,4772.21,0.6,0.42,0.78,0.77,4,81,9032.12,11077.55,3474.36,0.51,11,High Spender
1850.79,0.32,7791.37,9596.77,8966.2,5729.86,0.73,0.02,0.91,0.78,9,62,6018.0,1028.05,2479.69,0.88,9,Cash Advance User
77.28,0.27,6055.79,9432.67,8758.27,6737.03,0.28,0.56,0.76,0.6,8,85,9171.71,13377.65,2015.84,0.53,7,Cash Advance User
4641.59,0.97,2426.71,8817.25,4343.97,4188.77,0.4,0.35,0.42,0.15,2,66,7695.84,7168.24,3334.42,0.93,9,Cash Advance User
2140.92,0.16,5257.48,8948.44,3281.55,6762.93,0.61,0.19,0.18,0.48,2,79,15130.95,5259.54,3500.52,0.84,11,Cash Advance User
4833.27,0.79,2335.12,2890.08,6441.24,5110.12,0.1,0.5,0.71,0.18,3,9,14431.79,4351.91,1913.66,0.45,9,Cash Advance User
4818.1,0.98,8080.11,1514.7,8069.88,5485.2,0.83,0.34,0.25,0.88,6,14,9474.46,12055.4,1533.49,0.94,6,High Spender
4265.05,0.02,3869.61,6392.63,7316.85,1222.84,0.34,0.04,0.78,0.7,15,75,13421.55,13474.4,4849.47,0.78,11,Moderate User
1472.24,0.7,8336.97,4881.06,6156.03,7512.15,0.66,0.73,0.34,0.03,15,75,12197.44,10286.23,4880.15,0.96,6,High Spender
1925.49,0.25,3816.09,987.47,2315.11,6368.67,1.0,0.73,0.16,0.0,27,38,13179.72,893.72,1870.41,0.21,7,Cash Advance User
4255.68,0.04,8241.49,6775.41,2625.05,2033.57,0.48,0.62,0.25,0.98,6,50,15427.93,14802.46,4804.04,0.69,7,High Spender
1584.61,0.4,3333.18,5628.6,7240.67,4639.96,0.22,0.84,0.27,0.04,17,14,2746.97,8366.41,2923.43,0.92,9,Cash Advance User
847.46,0.94,4401.33,8630.67,8026.2,3011.73,0.22,0.2,0.38,0.87,12,90,16805.5,12411.81,70.34,0.0,8,Moderate User
2784.01,0.01,6154.88,6091.84,1161.35,5283.22,0.06,0.29,0.26,0.96,11,19,6371.0,10817.24,554.09,0.1,6,One-off Purchaser
4680.77,0.59,702.88,5739.46,1872.97,7949.97,0.77,0.46,0.23,0.31,28,70,8251.1,5029.28,1100.99,0.12,7,One-off Purchaser
3480.15,0.5,9482.07,4407.52,6804.7,365.97,0.29,0.06,0.39,0.54,19,89,6254.48,13768.06,4069.55,0.41,8,High Spender
2850.31,0.87,5736.06,4627.87,3889.87,7620.19,0.17,0.88,0.87,0.65,12,62,16709.65,4572.32,3667.15,0.88,10,Cash Advance User
485.88,0.08,5078.2,9543.81,5632.93,579.13,0.71,0.49,0.07,0.52,23,90,17525.66,14696.28,4129.52,0.48,9,Moderate User
3075.04,0.68,8393.94,1384.46,6148.15,3686.12,0.31,0.32,0.3,0.21,3,52,3668.94,14759.78,2600.49,0.08,10,High Spender
4950.27,0.68,8657.63,4462.19,7762.03,3856.87,0.6,0.48,0.56,0.58,23,13,10918.19,647.75,2808.87,0.22,11,High Spender
700.42,0.67,5222.6,6558.27,8057.17,2149.8,0.42,0.33,0.87,0.26,21,12,8253.87,1938.9,226.94,0.35,8,Moderate User
2591.65,0.94,9272.62,4330.11,2800.96,4533.59,0.33,0.29,0.28,0.17,27,77,4458.05,3516.18,1068.79,0.88,8,High Spender
4386.87,0.82,647.38,2832.16,5412.97,6671.71,0.49,0.45,0.35,0.51,29,83,11575.97,5539.07,2302.61,0.2,6,Cash Advance User
3703.84,0.04,1132.26,2873.57,1235.24,2351.7,0.31,0.48,0.8,0.37,11,43,7946.34,9801.64,3994.26,0.7,8,Moderate User
3485.08,0.47,5967.88,2336.56,8420.15,563.24,0.87,0.43,0.37,0.03,27,95,14596.15,5476.98,3229.01,0.85,11,Moderate User
3512.42,0.4,3540.66,3439.03,8454.48,5058.27,0.07,0.55,0.85,0.95,4,38,16888.81,14059.86,3106.42,0.51,9,Cash Advance User
1797.46,0.31,4642.25,8716.75,2995.06,6013.96,0.03,0.78,0.46,0.04,24,65,1257.1,7141.69,4467.77,0.62,7,Cash Advance User
1467.96,0.45,3280.79,5052.25,1606.2,7636.18,0.41,0.06,0.57,0.9,1,79,11406.18,8360.05,3008.87,0.54,9,One-off Purchaser
4046.81,0.38,4047.25,2402.39,700.92,1276.2,0.17,0.81,0.56,0.19,7,81,12036.23,9394.55,1369.69,0.76,10,Moderate User
4050.57,0.43,8226.46,3845.27,5749.76,7210.88,0.74,0.23,0.12,0.14,24,59,7043.85,6381.55,2435.51,0.52,10,High Spender
4335.36,0.98,5934.76,1058.3,914.28,3856.99,0.35,0.25,0.35,0.07,23,32,16252.61,9519.34,3572.3,0.94,8,Moderate User
4566.2,0.09,9973.45,9040.36,6805.95,1886.07,0.26,0.6,0.24,0.43,4,63,18281.91,1344.09,4157.28,0.87,7,High Spender
2556.71,0.92,7868.79,4081.98,6781.26,7701.99,0.36,0.98,0.68,0.59,7,96,15520.14,7531.04,2655.19,0.75,6,Cash Advance User
2507.58,0.48,2736.66,9803.91,6139.87,1907.43,0.22,0.02,0.93,0.9,14,46,11020.38,4953.29,4050.02,0.33,8,Moderate User
3991.48,0.62,2643.45,3475.39,8765.61,5867.55,0.3,0.67,0.21,0.78,17,92,1212.84,3030.71,4948.06,0.6,11,Cash Advance User
3249.82,0.83,3358.98,8363.56,3782.81,6279.09,0.57,0.7,0.09,0.16,11,88,9015.64,566.18,309.98,0.13,7,Cash Advance User
3509.83,0.36,8432.59,2563.85,9022.7,3444.15,0.86,0.57,0.51,0.17,8,31,14181.57,11713.53,3652.93,0.4,6,High Spender
3978.96,0.43,272.88,761.53,369.25,5519.88,0.37,0.01,0.39,0.01,1,9,4028.69,1820.6,4635.57,0.54,12,Cash Advance User
4450.03,0.41,2301.81,317.33,1127.57,4579.82,0.32,0.61,0.04,0.69,0,63,15740.28,2564.55,2501.04,0.35,6,Cash Advance User
1689.98,0.37,9049.18,6061.68,4122.06,1536.26,0.78,0.12,0.92,0.02,20,76,12657.09,2522.41,1904.68,0.09,9,High Spender
1877.91,0.93,6398.96,3115.74,5939.93,6079.1,0.02,0.08,0.94,0.14,6,2,7300.9,14706.42,2758.1,0.31,11,Cash Advance User
469.91,0.83,2268.47,4435.2,323.76,7424.13,0.3,0.7,0.85,0.63,9,59,17121.88,3800.74,4538.92,0.92,7,Cash Advance User
2891.4,0.11,2191.45,8186.47,5674.34,3909.1,0.45,0.7,0.28,0.15,19,86,13219.21,2794.14,4259.8,0.61,12,Moderate User
179.71,0.11,8626.18,2481.08,3073.98,7954.48,0.6,0.89,0.12,0.15,18,25,6765.86,14538.55,3000.9,0.2,11,High Spender
2327.99,0.43,8937.58,3086.52,8871.47,3423.72,0.16,0.0,0.59,0.23,27,68,4748.6,9408.18,4658.99,0.8,8,High Spender
2713.22,0.1,2561.31,8453.36,5332.85,3837.89,0.43,0.38,0.28,0.39,10,80,3981.65,10237.26,3622.26,0.91,11,Moderate User
1432.71,0.62,4205.1,4927.62,5878.94,5391.18,0.57,0.01,0.2,0.01,19,92,19747.56,12223.75,1880.46,0.56,9,Cash Advance User
2954.17,0.14,8345.96,8276.65,9456.22,1486.16,0.51,0.36,0.64,0.75,12,31,17509.98,8193.86,1190.11,0.43,6,High Spender
152.5,0.52,7710.07,3744.76,7641.71,7215.57,0.57,0.49,0.75,0.77,1,33,14074.85,8141.97,3155.31,0.36,11,Cash Advance User
186.74,0.01,8139.16,3983.7,4382.73,6410.18,0.66,0.53,0.53,0.37,0,94,9941.04,14974.62,3809.07,0.16,6,High Spender
4113.0,0.32,5183.98,1671.38,4768.8,6979.34,0.38,0.36,0.32,0.8,21,75,17114.44,10348.52,3327.35,0.06,6,Cash Advance User
1800.95,0.68,9115.49,9163.46,6479.24,4876.47,0.06,0.73,0.51,0.28,27,37,14360.84,10672.72,3072.6,0.22,7,High Spender
635.3,0.48,3259.52,8967.84,2001.99,7069.98,0.06,0.42,0.6,0.99,2,84,11587.67,1322.43,450.46,0.48,6,Cash Advance User
2611.22,0.98,1566.72,9842.17,886.51,5439.78,0.86,0.52,0.05,0.4,9,21,15817.72,1714.32,2988.93,0.05,11,One-off Purchaser
3849.97,0.87,7087.32,4024.47,3112.37,4092.49,0.68,0.8,0.44,0.67,21,29,3265.48,7615.43,52.81,0.98,11,Cash Advance User
1079.11,0.36,5393.54,8186.15,7783.83,7454.33,0.76,0.17,0.6,0.32,16,52,17613.77,10930.74,201.39,0.7,6,Cash Advance User
3114.45,0.05,8545.86,4149.54,2573.24,3517.76,0.93,0.32,0.13,0.45,26,83,3429.25,11307.91,1256.18,0.34,10,High Spender
426.74,0.85,811.59,4542.99,1307.59,4004.56,0.75,0.52,0.45,0.65,10,85,18181.97,11752.19,617.65,0.43,6,Cash Advance User
258.41,0.91,8436.92,8299.99,2190.23,1356.35,0.69,0.77,0.35,0.35,5,1,5176.79,10692.2,1142.09,0.99,6,High Spender
2656.77,0.82,2932.95,1773.67,6789.73,7581.27,0.66,0.43,0.87,0.66,17,70,8377.71,1758.85,4850.03,0.35,7,Installment User
2703.18,0.13,6548.56,2203.11,6139.48,1768.42,0.26,0.07,0.49,0.15,6,37,15442.81,12508.77,4669.69,0.15,8,Moderate User
3187.15,1.0,401.29,3147.28,6883.15,1611.33,0.96,0.99,0.43,0.48,4,56,3159.41,11501.19,359.61,0.44,7,Moderate User
3630.46,0.26,6095.81,7881.79,3219.58,809.56,0.54,0.71,0.24,0.27,12,32,19519.75,5601.83,421.54,0.2,12,Moderate User
4879.26,0.72,7172.72,3726.52,9008.56,3626.88,0.22,0.72,0.96,0.92,28,48,15233.22,6130.24,2908.05,0.59,6,Moderate User
2581.5,0.91,3687.5,3581.68,4517.7,2188.92,0.21,0.47,0.96,0.82,21,91,5949.73,8303.48,4726.42,0.38,6,Moderate User
1614.78,0.24,2154.11,9988.16,5137.13,5926.25,0.82,0.55,0.37,0.49,25,27,17864.48,14892.51,3808.98,0.26,10,Cash Advance User
3975.93,0.91,5376.31,3838.06,9488.08,2460.17,0.25,0.99,0.93,0.45,2,62,1787.56,11163.1,3442.49,0.29,7,Moderate User
1354.16,0.31,8331.91,2477.71,9792.77,5766.16,0.04,0.6,0.62,0.83,6,53,1206.67,12566.7,2016.39,0.96,10,High Spender
2194.86,0.98,3235.47,6232.14,6615.43,1567.69,0.43,0.22,0.78,0.69,9,5,7149.88,3084.9,3523.94,0.38,9,Moderate User
392.28,0.28,2524.69,8018.8,9448.13,1839.73,0.82,0.96,0.09,0.68,4,61,2929.22,7586.42,3013.76,0.94,11,Moderate User
126.75,0.95,2789.35,696.08,5415.07,6449.39,0.41,0.54,0.02,0.55,22,94,16578.56,8439.81,3957.64,0.55,10,Installment User
4813.24,0.05,9491.32,6188.92,3072.83,2968.75,0.8,0.02,0.51,0.86,19,35,8305.79,663.55,4597.43,0.56,10,High Spender
4179.9,0.71,3592.77,357.35,3150.93,894.19,0.83,0.57,0.08,0.19,1,73,12772.4,1672.49,3692.44,0.08,10,Moderate User
3479.87,0.53,36.04,5263.32,5589.41,7691.23,0.86,0.07,0.89,0.86,3,18,16635.11,3216.49,1189.76,0.98,9,Cash Advance User
2044.76,0.48,7816.81,2569.92,6050.36,1419.14,0.59,0.53,0.82,0.52,12,5,3906.87,13250.9,2391.55,0.52,6,Moderate User
866.47,0.22,6992.75,3066.42,4396.17,1201.58,0.7,0.83,0.71,0.62,9,33,19499.94,11627.65,3612.0,0.85,7,Moderate User
782.19,0.71,1285.68,4670.96,8837.71,2867.06,0.26,0.54,0.03,0.96,17,7,13379.28,7294.71,4082.49,0.69,8,Moderate User
1251.21,0.19,9849.04,9271.07,4266.96,765.07,0.1,0.37,0.46,0.42,19,5,2242.83,11763.14,1107.54,0.49,7,High Spender
2746.13,0.55,6080.62,7106.67,2734.24,1244.93,0.53,0.88,0.08,0.67,0,40,11265.64,7818.82,2794.87,0.69,12,Moderate User
3572.98,0.25,5007.79,9368.46,79.82,6771.56,0.01,0.93,0.93,0.52,22,88,17546.39,13828.69,4696.89,0.11,7,One-off Purchaser
3300.99,0.96,3822.19,6599.71,9705.69,1372.05,0.47,0.35,0.61,0.93,11,14,18060.33,4278.61,3356.95,0.06,12,Moderate User
1399.67,0.03,8986.73,71.08,8243.13,891.41,0.1,0.5,0.16,0.49,12,21,15208.95,1782.85,2705.19,0.36,6,High Spender
4774.33,0.2,2439.63,2655.85,6155.6,7039.66,0.11,0.98,0.56,0.26,3,3,19472.28,735.45,3493.56,0.19,12,Cash Advance User
3689.48,0.24,2857.69,9057.73,8305.42,3550.37,0.87,0.18,0.12,0.48,5,72,10481.43,6573.24,2810.72,0.89,12,Moderate User
2771.77,0.41,1224.11,6434.46,8102.89,1257.3,0.64,0.3,0.15,0.92,8,85,8658.12,4579.0,1452.67,0.3,8,Moderate User
3058.6,0.23,7591.19,9816.47,9318.51,4652.14,0.65,0.43,0.08,0.5,4,55,5196.74,14510.91,2035.81,0.66,6,Cash Advance User
2098.0,0.49,5955.49,1559.64,3860.68,332.05,0.4,0.1,0.87,0.15,13,17,9692.98,13235.86,4158.26,0.91,8,Moderate User
1238.65,0.87,6090.66,2967.48,5548.52,3419.06,0.41,0.27,0.55,0.54,1,23,17289.55,6449.02,2942.64,0.06,10,Moderate User
1779.86,0.71,2184.7,3623.68,986.28,4722.51,0.3,0.54,0.33,0.39,17,98,2034.48,249.27,2135.95,0.71,8,Cash Advance User
3789.23,0.58,6511.68,3265.58,9653.15,7656.96,0.43,0.23,0.0,0.65,15,66,5256.42,1410.06,564.35,0.01,7,Cash Advance User
71.97,0.09,7654.58,2519.92,9851.27,2611.72,0.59,0.69,0.47,0.24,8,17,19460.38,3231.21,575.08,0.86,9,Moderate User
580.36,0.69,3578.89,4434.66,7890.84,6120.41,0.19,0.35,0.51,0.32,29,88,16017.62,5883.68,756.04,0.98,9,Cash Advance User
230.01,0.17,8013.47,6422.98,4541.21,1061.6,0.26,0.09,0.34,0.52,20,83,6290.18,12025.24,4630.85,0.23,7,High Spender
203.64,0.79,3487.91,3112.57,4965.67,3468.66,0.49,0.76,0.48,0.12,23,38,16928.37,12792.16,4786.17,0.16,8,Moderate User
4277.3,0.25,7581.38,797.0,4353.67,1785.08,0.38,0.57,0.1,0.21,20,88,3741.91,14986.49,3666.61,0.5,12,Moderate User
3518.29,0.42,337.3,7085.33,2933.11,3939.74,0.82,0.82,0.92,0.8,1,60,13669.28,7966.91,239.45,0.95,10,Moderate User
2370.87,0.35,5511.65,4590.17,5277.91,3337.85,0.82,0.36,0.26,0.94,19,76,4786.24,14221.02,3011.69,0.3,9,Moderate User
489.17,0.86,9695.27,5564.82,534.45,7838.28,0.34,0.02,0.95,0.97,3,77,11089.89,9797.77,3121.45,0.32,11,High Spender
2458.08,0.13,9812.45,4554.01,9918.87,7339.98,0.45,0.05,0.49,0.94,6,93,13006.56,7169.36,4923.35,0.62,7,High Spender
2367.36,0.57,2817.53,8903.58,4240.5,4657.65,0.98,0.8,0.86,0.94,14,43,14938.77,2025.22,1196.9,0.71,8,Cash Advance User
866.01,0.14,4413.99,5587.45,9273.67,1412.08,0.83,0.41,0.58,0.82,4,27,18228.82,13748.98,3615.53,0.54,8,Moderate User
2169.26,0.7,629.78,9232.77,7242.71,4455.66,0.22,0.98,0.84,0.74,8,29,16075.59,13407.54,4968.18,0.22,12,Cash Advance User
1992.52,0.91,8733.41,5105.75,2899.43,6336.66,0.28,0.83,0.01,0.23,0,50,6665.57,13191.52,4695.42,0.9,10,High Spender
3079.25,0.43,5685.72,2925.88,2220.53,304.22,0.08,0.02,0.19,0.44,15,32,17018.32,14455.16,1772.32,0.52,8,Moderate User
3175.47,0.49,3851.01,3554.43,9956.75,3472.23,0.68,0.87,0.35,0.4,22,81,2191.85,12285.88,706.83,0.95,8,Moderate User
226.52,0.93,1127.71,5221.29,7721.26,341.18,0.32,0.21,0.3,0.73,23,63,14992.37,83.21,383.37,0.48,9,Moderate User
1873.06,0.52,9467.67,5299.89,2496.61,1951.66,0.54,0.49,0.95,0.48,13,51,10182.58,10725.6,299.18,0.14,8,High Spender
3129.3,0.49,5302.19,6873.38,674.45,736.92,0.77,0.51,0.39,0.36,23,27,9352.91,6237.55,440.33,0.37,10,One-off Purchaser
2515.68,0.58,2829.28,2244.95,6969.17,7684.63,0.84,0.06,0.97,0.81,9,72,14309.61,14161.72,4897.68,0.54,9,Cash Advance User
4282.45,0.69,3502.15,6588.43,3030.16,1350.63,0.33,0.13,0.65,0.75,6,13,2152.07,11764.88,4934.67,0.19,12,Moderate User
3293.47,0.11,2706.97,7785.88,2213.31,1200.83,0.24,0.42,0.84,0.37,15,68,17586.5,12047.04,578.38,0.41,6,Moderate User
814.67,0.82,6018.1,6765.92,7349.37,7776.44,0.85,0.64,0.39,0.42,10,98,5920.19,1632.38,409.3,0.11,10,Cash Advance User
352.84,0.44,9299.64,4818.28,6792.61,4127.74,0.38,0.26,0.19,0.89,29,53,16470.13,6963.04,3322.88,0.89,12,High Spender
3212.1,0.07,8566.94,9916.81,4814.13,6063.88,0.82,0.53,0.05,0.73,7,48,7132.11,6837.73,4094.32,0.96,9,High Spender
132.56,0.79,4603.81,4048.13,9426.56,2618.52,0.15,0.38,0.66,0.69,0,6,14946.4,7418.55,3791.09,0.46,7,Moderate User
2928.88,0.38,8264.99,1065.91,6796.38,4262.89,0.91,0.63,0.97,0.71,6,43,18467.41,11942.77,46.47,0.89,7,High Spender
4701.15,0.1,4231.05,8215.04,8934.2,54.83,0.48,0.42,0.12,0.1,5,59,14134.5,3307.38,2173.66,0.18,9,Moderate User
